[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3047188499.mod line: 7
[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3375256356.mod line: 6
[20:13:22][no_game_date][persistent.cpp:66]: Error: "Unexpected token: thumbnail.png, near line: 8" in file: "mod/ugc_3585920882.mod" near line: 8
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: CYP: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: FIJ: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: GAM: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: GHA: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: GYA: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: JAM: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: MLD: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: MLT: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: MLW: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: NGA: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: NIR: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: NMB: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: PNG: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: SCO: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: SIE: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: SRL: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: TRI: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: TZN: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: UGA: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: WLS: }, near line: 132
Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: ZAM: }, near line: 132" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 132
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: BAH: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: BAN: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: BAS: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: BLZ: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: BRM: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: CYP: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: FIJ: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: GAM: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: GHA: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: GYA: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: JAM: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: MLD: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: MLT: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: MLW: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: NGA: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: NIR: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: NMB: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: PNG: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: SCO: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: SIE: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: SRL: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: TRI: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: TZN: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: UGA: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: WLS: }, near line: 164
Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: ZAM: }, near line: 164" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 164
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: BAH: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: BAN: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: BAS: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: BLZ: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: BRM: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: CYP: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: FIJ: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: GAM: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: GHA: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: GYA: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: JAM: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: MLD: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: MLT: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: MLW: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: NGA: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: NIR: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: NMB: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: PNG: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: SCO: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: SIE: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: SRL: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: TRI: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: TZN: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: UGA: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: WLS: }, near line: 196
Error reading division names group - Motorised Division. There is unknown tag in for_countries scope: ZAM: }, near line: 196" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 196
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mechanised Division. There is unknown tag in for_countries scope: BAH: }, near line: 260
Error reading division names group - Mechanised Division. There is unknown tag in for_countries scope: BAN: }, near line: 260
